"id","sku","username","comment_text","comment_date","rating"
465520,"1d8c9b2865984b109142e9bd83965694",الهام,ما اصلا مشکلی از بابت نظافت و زمان تحویل نداشتیم. میزبان هم خیلی مهربون بودن و خوش برخورد. سپاسگزارم. راستی استخر هم خوب بود دمای آب و تمیزیش,"1403/06/08","5"
465530,"1d8c9b2865984b109142e9bd83965694",,جای خوب و همه چیز در دسترس.,"۱۴۰۲/۰۷/۱۹","5"
465533,"6d5bee2406644b7b873064f91238b5c7",اشکان,در همون حدی بود که انتظار داشتیم. ممنون.,"۱۴۰۲/۰۹/۰۴","5"
465545,"1e7a0a7d72434b2bb8715980d57eda1e",محمدرضا,سلیقه ها شاید فرق کنه. ولی به نظر من همه چیز خوب بود.,"۱۴۰۳/۰۶/۲۸","5"
465559,"5be45bc597614c0cac8e331f2a18cfe0",مسعود,با تپجه به قیمتش خیلی عالی بود. هوا هم خوب بود به ما خیلی خوش گذشت.,"1403/06/10","5"
465571,"4cebc6fe9ea3498c892e3ca5571c5360",فریبا,خوب بود. خیلی متشکرم.,"۱۴۰۲/۰۹/۰۴","5"
464301,"6d9ba77682374650af82d51195742a4b",رضا,مشکل خاصی ندیدم. کاملا راضی بودیم.,"۱۴۰۲/۰۱/۰۵","5"
464302,"5fa967b06e7b4c71a086e08ddedc341a",ابراهیم,مشکل خاصی ندیدم. کاملا راضی بودیم.,"۱۴۰۱/۱۰/۱۴","5"
464303,ab34cf6ca4a7490e8d033fc23182f575,مهران,جای خوب و همه چیز در دسترس.,"۱۴۰۲/۱۰/۲۶","5"
464304,"51b109b80660422c8eab4be5862db1cf",فاطمه,اولین بار بود از سایت رزرو میکردم و همه چیز اوکی بود.,"۱۴۰۱/۱۲/۲۶","5"
464305,"4d8f6eb83db34f84b79a80303ab91e40",حمید,جای دنج و آروم. نظافت خوب.,"۱۴۰۱/۰۴/۱۳","5"
464306,"57cda60c84b3459b981f211fd74d2dcb",بهار,یه کلبه چوبی با امکانات خیلی خوب. همه چیز مهیا بود.,"1402/06/19","5"
464307,"57cda60c84b3459b981f211fd74d2dcb",رویا,خوب بود. خیلی متشکرم.,"۱۴۰۱/۱۲/۲۹","5"
464308,"13bd1f83578a448bb23b29e508cb2df2",مجید,ویلا کثیف بود. سوسک هم مرده و هم زنده در همه جای ویلا، آب استخر کدر تا حدی که دو روز اول قابل استفاده نبود،، درب ها بعضا دستگیره نداره و خرابن و مشکل سازه، آشپزخونه بشدت کثیف، گاز چند شعله اش کار نمیکنه. عکس ها کاملا تزیینی و با واقعیت فرق میکنه. ویلا در حد یه خونه روستایی هست نه عنوانی که گذاشتن.,"1403/06/10","5"
464309,"13bd1f83578a448bb23b29e508cb2df2",کاربر,از اقامت لذت بردیم. مشکلی نداشت.,"۱۴۰۱/۰۵/۰۸","5"
464310,"5d48a1b0abfa4475aff9ba40d87f3814",محمد مهدی,لوکیشن عالی بود.,"۱۴۰۱/۰۵/۱۵","5"
464311,"02ca2c10ea1c476fa4f482e411bde6ee",زهرا,از شرایط و وضعیت اقامتگاه راضی بودیم.,"۱۴۰۱/۰۵/۰۸","5"
464312,cb890a9abcea4166b83b443542b6d0a1,سجاد,"جای دنج و خوبی بود. با حیاط به این زیبایی. مرغ و خروس ها در حیاط هم بسیار فضا رو دلنشین تر کرده بود. کلبه و آلاچیق خیلی تمیز بود. برخورد میزبان عالی.
واقعا تعریف الکی نمیکنم.. اگر خواستید بیاید ماسال اینجا رو اجاره کنید.","1403/01/26","5"
464313,cb890a9abcea4166b83b443542b6d0a1,علی,کلبه دنج و خوبی بود توی ماسال,"1402/04/30","5"
464314,cb890a9abcea4166b83b443542b6d0a1,,با توجه به هزینه رزرو، مناسب بود.,"۱۴۰۱/۱۱/۲۲","5"
464315,e4b459f0ef4e4a13af6afcb4302d6928,مسعود,اقامتگاه تمیز و نزدیک به روستای پلکانی زیبای هجیج,"1403/02/19","5"
464317,e4b459f0ef4e4a13af6afcb4302d6928,سلمان,میزبان بسیار محترم و مهمان نواز. واقعا راضی بودیم از همه چیز. راحت رزرو کردیم. تمیز و مرتب و مهربانانه تحویل گرفتیم. ممنون,"1403/01/07","5"
464318,e4b459f0ef4e4a13af6afcb4302d6928,علیرضا,در مجموع رضایت داشتیم و خوب بود.,"1402/03/14","5"
464316,e4b459f0ef4e4a13af6afcb4302d6928,امیر,اینجا رو حتما به مسافران پاوه توصیه میکنم. مرسی.,"1403/01/30","5"
464319,e4b459f0ef4e4a13af6afcb4302d6928,,اطلاعات اقامتگاه درست بود. در طول اقامت ما آب و هوای خوبی هم داشت.,"۱۴۰۱/۱۱/۱۱","5"
464320,"4b2578fe0686481e87f6041366ce06f4",حسین,اقامتگاه خوبی بود. ممنون.,"۱۴۰۱/۰۲/۱۳","5"
464321,b89d65024b9a46428b7553056baed89e,حسین,سفر خوبی بود.,"۱۴۰۲/۰۲/۱۰","5"
464322,"09a020105781415f913c6217d4d6cf87",محمد,من زیاد ویلا و اقامتگاه اجاره میکنم. از اینجا هم راضی بودم.,"۱۴۰۳/۰۱/۱۹","5"
464323,a5fee984f60a4672acfae67eecf2a2a7,رحمان,ممنونم. شرایط اقامتگاه و میزبانی کاملا مورد قبول بود.,"۱۴۰۲/۰۷/۰۳","5"
464324,"505594114e6b46709b800c16983d318b",علیرضا,جای دنج و آروم. نظافت خوب.,"۱۴۰۱/۰۹/۲۵","5"
464325,af853a045d594f16b083ae8e99d49f94,سید امیرارسلان,سر ساعت تحویل گرفتیم و اقامتگاه مرتب بود.,"۱۴۰۲/۰۴/۰۱","5"
464326,"74e9ce385e89437fb2d0677fff94db76",شبنم,هزینه ای که برای اجاره دادیم برای اینجا مناسب بود.,"۱۴۰۱/۰۶/۱۹","5"
464327,f3e2f147476549049e7fb305033fa439,زهرا,اقامتگاه با اطلاعات درج شده در سایت هماهنگ بود. تشکر,"۱۴۰۲/۰۸/۱۹","5"
464328,f494e11d4bc2434c875789f044e267c2,شهاب,اقامتگاه با اطلاعات درج شده در سایت هماهنگ بود. تشکر,"۱۴۰۳/۰۷/۰۳","5"
464329,"9ab058bdd06d4ad09f31e538106402f3",فیروزه,خوب بود. ممنون از میزبان و سایت آنی‌جا.,"۱۴۰۱/۰۷/۲۸","5"
464330,db861857e066477d894e1c73dc9fd901,کوثر,از نظر تمیزی و شرایط برای خانواده خوب بود.,"۱۴۰۳/۰۱/۰۹","5"
464331,"3363d4b1fbf842d2befdc82745b60d07",محسن,از شرایط و وضعیت اقامتگاه راضی بودیم.,"۱۴۰۱/۰۵/۱۶","5"
464332,"2b7aad68baa849479178e546f69efa9f",,در همون حدی بود که انتظار داشتیم. ممنون.,"۱۴۰۳/۰۶/۰۹","5"
464333,"2716ae50872043ebb32c7b5ebe091191",مجید,به ما که خوش گذشت.,"۱۴۰۱/۰۳/۰۷","5"
464334,e411706493ca4ec191ac8add166b7de8,مانی,از شرایط و وضعیت اقامتگاه راضی بودیم.,"۱۴۰۲/۰۹/۰۳","5"
464335,bcc9633e89ce42848f5f9f7f652198d9,علیرضا,در همون حدی بود که انتظار داشتیم. ممنون.,"۱۴۰۲/۰۳/۱۲","5"
464336,bd4ccf984bfa4439959b8035eb44c835,حسین,اگر میشد بیشتر می موندیم. همه چیز عالی بود.,"۱۴۰۱/۰۵/۰۵","5"
464337,"821abb3cecb84c38a15fead413a9d87f",ندا,ممنون از میزبان محترم.,"۱۴۰۳/۰۳/۲۷","5"
464338,"091ed8d0df2f41f08ee02137be18b94c",عباس,موقعیت و امکانات اقامتگاه طبق انتظار من بود. راضی بودم.,"۱۴۰۲/۱۰/۰۴","5"
464339,"944de7fee3914cbfa6435d9f906c33d3",ستاره,اولین بار بود از سایت رزرو میکردم و همه چیز اوکی بود.,"۱۴۰۱/۰۶/۰۴","5"
464340,"21c023b387fd46778049030162d032cf",ساره,اقامتگاه خوبی بود. ممنون.,"۱۴۰۳/۰۱/۱۶","5"
464341,"9e6e9dfea60b4c11a27c4e562bebe5bb",حمیدرضا,ممنونم. شرایط اقامتگاه و میزبانی کاملا مورد قبول بود.,"۱۴۰۱/۰۳/۰۶","5"
464342,"47e7e2128dc34006b37eedf766de2f8d",ماهان,به عنوان یک اقامتگاه تمیز، به بقیه هم توصیه میکنم.,"۱۴۰۲/۰۶/۰۱","5"
464343,"9600946c1a0d450c8188a58e0b246f15",آرش,روزی که ما تحویل گرفتیم بارندگی بود. اقامتگاه مشکل خاصی نداشت و اوکی بود.,"۱۴۰۲/۰۸/۰۹","5"
464344,e194e83241e14337bc56ace2ee24e97a,علی اصغر,ممنونم. شرایط اقامتگاه و میزبانی کاملا مورد قبول بود.,"۱۴۰۳/۰۱/۲۶","5"
464345,"4e21ffa206eb4ddcb4e40c963d11f3aa",هادی,من زیاد ویلا و اقامتگاه اجاره میکنم. از اینجا هم راضی بودم.,"۱۴۰۱/۱۰/۱۸","5"
464346,"4e21ffa206eb4ddcb4e40c963d11f3aa",محمدرضا,عالی و درجه یک,"1403/02/12","5"
464347,"043b55a9e8ea4300a937db1eac43b571",زهرا,اقامتگاه با اطلاعات درج شده در سایت هماهنگ بود. تشکر,"۱۴۰۲/۰۵/۳۰","5"
464348,c58dc76f840b4f47815282013a936b41,راحله,اگر میشد بیشتر می موندیم. همه چیز عالی بود.,"۱۴۰۲/۰۸/۲۸","5"
464349,"04543396adea42189852995a9215bb71",علی,همه چیز خوب بود. با تشکر از میزبان.,"۱۴۰۲/۱۰/۱۹","5"
464350,"5bc1e41469834048b01669e0e611ec6c",عبدالله,اطلاعات اقامتگاه درست بود. در طول اقامت ما آب و هوای خوبی هم داشت.,"۱۴۰۲/۱۲/۱۶","5"
464351,"51619be6ecf34a2285bbf160d7038509",شبنم,اقامتگاه زیبا و پاکیزه. همه چیز مرتب.,"1401/06/25","5"
464352,"51619be6ecf34a2285bbf160d7038509",مسعود,اقامتگاه زیبا و بی نظیر,"1401/06/10","5"
464353,"51619be6ecf34a2285bbf160d7038509",داریوش,اقامتگاه مرتب و میزبان محترم. ممنون,"1401/05/06","5"
464354,"51619be6ecf34a2285bbf160d7038509",کیمیا,همه چیز خوب بود. با تشکر از میزبان.,"۱۴۰۱/۰۵/۰۴","5"
464355,"51619be6ecf34a2285bbf160d7038509",محمود,از لحظه لحظه سفرمون لذت بردیم همه چی طبق عکسها و مرتب بود.,"1403/06/14","5"
464356,"7f897b73443b4020b5467883b8255f3d",راهیل,من همیشه از سایت آنیجا ویلا میگیرم و مثل همیشه عالی بود. ممنون از میزبان محترم و سایت آنیجا که پشتبانی خوبی به نسبت بقیه سایتها دارد همه چیز عالی بود.,"1403/06/22","5"
464357,"7f897b73443b4020b5467883b8255f3d",,اولین بار بود از سایت رزرو میکردم و همه چیز اوکی بود.,"۱۴۰۱/۰۹/۰۵","5"
